"dataset","table","variable","type","observed_generated_domain_or_distribution","observed_small_domain_values","plida_or_crosswalk_variable","plida_or_crosswalk_description","crosswalk_status","evidence_status","source_url","source_summary","current_generated_assessment","required_next_action"
"DOMINO","pyh_combined_dis","CMPNT_TYPE","character","BASIC=51","BASIC","CMPNT_TYPE","Component type code","direct_plida_dataset_variable","domino_aristotle_dataset_context_public_code_table_not_found","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.dss.gov.au/doing-business-us/corporate-policies/metadata-research-datasets | https://dss.aristotlecloud.io/item/1942/dataset/domino-external-analytical-version | https://dex.dss.gov.au/policy | https://dex.dss.gov.au/sites/default/files/documents/2023-03/1931-data-exchange-protocols.pdf | https://dex.dss.gov.au/sites/default/files/documents/2025-09/2646-2536-chsp-dex-protocols.pdf","DSS confirms DOMINO as longitudinal social-security administrative data and points users to Aristotle metadata; the public dataset entry supports dataset context, but this pass did not locate public variable-level pages proving generated DOMINO code values.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"DOMINO","pyh_combined_dis","PERIOD_END_DATE","Date","2020-08-30 to 2021-12-16","2020-08-30; 2021-07-17; 2021-10-19; 2020-09-15; 2021-12-16; 2021-11-17; 2020-10-06","PERIOD_END_DATE","Event end date","direct_plida_dataset_variable","domino_aristotle_dataset_context_public_code_table_not_found","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.dss.gov.au/doing-business-us/corporate-policies/metadata-research-datasets | https://dss.aristotlecloud.io/item/1942/dataset/domino-external-analytical-version | https://dex.dss.gov.au/policy | https://dex.dss.gov.au/sites/default/files/documents/2023-03/1931-data-exchange-protocols.pdf | https://dex.dss.gov.au/sites/default/files/documents/2025-09/2646-2536-chsp-dex-protocols.pdf","DSS confirms DOMINO as longitudinal social-security administrative data and points users to Aristotle metadata; the public dataset entry supports dataset context, but this pass did not locate public variable-level pages proving generated DOMINO code values.","Observed date range is synthetic generated-output evidence unless an official source is attached separately.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"DOMINO","pyh_combined_dis","PERIOD_START_DATE","Date","2020-01-21 to 2021-11-17","","PERIOD_START_DATE","Event start date","direct_plida_dataset_variable","domino_aristotle_dataset_context_public_code_table_not_found","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.dss.gov.au/doing-business-us/corporate-policies/metadata-research-datasets | https://dss.aristotlecloud.io/item/1942/dataset/domino-external-analytical-version | https://dex.dss.gov.au/policy | https://dex.dss.gov.au/sites/default/files/documents/2023-03/1931-data-exchange-protocols.pdf | https://dex.dss.gov.au/sites/default/files/documents/2025-09/2646-2536-chsp-dex-protocols.pdf","DSS confirms DOMINO as longitudinal social-security administrative data and points users to Aristotle metadata; the public dataset entry supports dataset context, but this pass did not locate public variable-level pages proving generated DOMINO code values.","Observed date range is synthetic generated-output evidence unless an official source is attached separately.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"DOMINO","pyh_combined_dis","PYH_SOURCE","character","CLK=51","CLK","PYH_SOURCE","Payment source","direct_plida_dataset_variable","domino_aristotle_dataset_context_public_code_table_not_found","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.dss.gov.au/doing-business-us/corporate-policies/metadata-research-datasets | https://dss.aristotlecloud.io/item/1942/dataset/domino-external-analytical-version | https://dex.dss.gov.au/policy | https://dex.dss.gov.au/sites/default/files/documents/2023-03/1931-data-exchange-protocols.pdf | https://dex.dss.gov.au/sites/default/files/documents/2025-09/2646-2536-chsp-dex-protocols.pdf","DSS confirms DOMINO as longitudinal social-security administrative data and points users to Aristotle metadata; the public dataset entry supports dataset context, but this pass did not locate public variable-level pages proving generated DOMINO code values.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"DOMINO","pyh_combined_dis","SYNTHETIC_AEUID","character","75FF80000008=1; 75FF8000000C=1; 75FF80000109=1; 75FF800001E3=1; 75FF80000207=1; 75FF8000020C=1; 75FF800002B0=1; 75FF80000341=1; 75FF800003C9=1; 75FF800003E1=1; 75FF80000477=1; 75FF80000534=1","75FF80000008; 75FF8000000C; 75FF80000109; 75FF800001E3; 75FF80000207; 75FF8000020C; 75FF800002B0; 75FF80000341; 75FF800003C9; 75FF800003E1; 75FF80000477; 75FF80000534; 75FF8000053B; 75FF800005EB; 75FF80000687; 75FF800006B6; 75FF80000736; 75FF800007A2; 75FF8000081B; 75FF8000089F; 75FF800008B8; 75FF800008E0; 75FF80000938; 75FF80000944; 75FF800009DB; 75FF80000A3E; 75FF80000AF8; 75FF80000B75; 75FF80000C52; 75FF80000CC7","SYNTHETIC_AEUID","Synthetic MADIP Person ID","direct_plida_dataset_variable","local_identifier_not_public_source_variable","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.dss.gov.au/doing-business-us/corporate-policies/metadata-research-datasets | https://dss.aristotlecloud.io/item/1942/dataset/domino-external-analytical-version | https://dex.dss.gov.au/policy | https://dex.dss.gov.au/sites/default/files/documents/2023-03/1931-data-exchange-protocols.pdf | https://dex.dss.gov.au/sites/default/files/documents/2025-09/2646-2536-chsp-dex-protocols.pdf","This is a generated package linkage identifier, not an official public DSS code distribution.","Generated identifier shape is observed local output; it is not an official public code distribution.","Keep this as a generated linkage identifier check; do not cite it as a public source variable."
"DOMINO","pyh_combined_fam","BEN_TYPE","character","FTB=48","FTB","BEN_TYPE","Recipient benefit type code","direct_plida_dataset_variable","domino_aristotle_dataset_context_public_code_table_not_found","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.dss.gov.au/doing-business-us/corporate-policies/metadata-research-datasets | https://dss.aristotlecloud.io/item/1942/dataset/domino-external-analytical-version | https://dex.dss.gov.au/policy | https://dex.dss.gov.au/sites/default/files/documents/2023-03/1931-data-exchange-protocols.pdf | https://dex.dss.gov.au/sites/default/files/documents/2025-09/2646-2536-chsp-dex-protocols.pdf","DSS confirms DOMINO as longitudinal social-security administrative data and points users to Aristotle metadata; the public dataset entry supports dataset context, but this pass did not locate public variable-level pages proving generated DOMINO code values.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"DOMINO","pyh_combined_fam","CMPNT_DLY_AMT","numeric","13.190 / 13.615 / 13.885 / 14.297 / 14.810","","CMPNT_DLY_AMT","Component daily amount","direct_plida_dataset_variable","domino_aristotle_dataset_context_public_code_table_not_found","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.dss.gov.au/doing-business-us/corporate-policies/metadata-research-datasets | https://dss.aristotlecloud.io/item/1942/dataset/domino-external-analytical-version | https://dex.dss.gov.au/policy | https://dex.dss.gov.au/sites/default/files/documents/2023-03/1931-data-exchange-protocols.pdf | https://dex.dss.gov.au/sites/default/files/documents/2025-09/2646-2536-chsp-dex-protocols.pdf","DSS confirms DOMINO as longitudinal social-security administrative data and points users to Aristotle metadata; the public dataset entry supports dataset context, but this pass did not locate public variable-level pages proving generated DOMINO code values.","Observed quantiles/ranges are synthetic generated-output evidence, not an official distribution.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"DOMINO","pyh_combined_fam","CMPNT_ID","character","C00000021=1; C00000049=1; C00000108=1; C00000204=1; C00000245=1; C00000262=1; C00000266=1; C00000280=1; C00000335=1; C00000342=1; C00000354=1; C00000373=1","C00000021; C00000049; C00000108; C00000204; C00000245; C00000262; C00000266; C00000280; C00000335; C00000342; C00000354; C00000373; C00000399; C00000425; C00000430; C00000449; C00000575; C00000576; C00000603; C00000624; C00000636; C00000664; C00000715; C00000736; C00000746; C00000747; C00000764; C00000781; C00000830; C00000844","CMPNT_ID","Payment component id","direct_plida_dataset_variable","domino_aristotle_dataset_context_public_code_table_not_found","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.dss.gov.au/doing-business-us/corporate-policies/metadata-research-datasets | https://dss.aristotlecloud.io/item/1942/dataset/domino-external-analytical-version | https://dex.dss.gov.au/policy | https://dex.dss.gov.au/sites/default/files/documents/2023-03/1931-data-exchange-protocols.pdf | https://dex.dss.gov.au/sites/default/files/documents/2025-09/2646-2536-chsp-dex-protocols.pdf","DSS confirms DOMINO as longitudinal social-security administrative data and points users to Aristotle metadata; the public dataset entry supports dataset context, but this pass did not locate public variable-level pages proving generated DOMINO code values.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"DOMINO","pyh_combined_fam","CMPNT_TYPE","character","BASIC=48","BASIC","CMPNT_TYPE","Component type code","direct_plida_dataset_variable","domino_aristotle_dataset_context_public_code_table_not_found","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.dss.gov.au/doing-business-us/corporate-policies/metadata-research-datasets | https://dss.aristotlecloud.io/item/1942/dataset/domino-external-analytical-version | https://dex.dss.gov.au/policy | https://dex.dss.gov.au/sites/default/files/documents/2023-03/1931-data-exchange-protocols.pdf | https://dex.dss.gov.au/sites/default/files/documents/2025-09/2646-2536-chsp-dex-protocols.pdf","DSS confirms DOMINO as longitudinal social-security administrative data and points users to Aristotle metadata; the public dataset entry supports dataset context, but this pass did not locate public variable-level pages proving generated DOMINO code values.","Observed values are the current fplida generated domain; source equivalence depends on the evidence status.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
"DOMINO","pyh_combined_fam","PERIOD_END_DATE","Date","2020-07-13 to 2021-04-05","2021-04-05; 2021-03-15; 2020-07-15; 2020-07-13","PERIOD_END_DATE","Event end date","direct_plida_dataset_variable","domino_aristotle_dataset_context_public_code_table_not_found","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation | https://www.dss.gov.au/doing-business-us/corporate-policies/metadata-research-datasets | https://dss.aristotlecloud.io/item/1942/dataset/domino-external-analytical-version | https://dex.dss.gov.au/policy | https://dex.dss.gov.au/sites/default/files/documents/2023-03/1931-data-exchange-protocols.pdf | https://dex.dss.gov.au/sites/default/files/documents/2025-09/2646-2536-chsp-dex-protocols.pdf","DSS confirms DOMINO as longitudinal social-security administrative data and points users to Aristotle metadata; the public dataset entry supports dataset context, but this pass did not locate public variable-level pages proving generated DOMINO code values.","Observed date range is synthetic generated-output evidence unless an official source is attached separately.","Find a public variable/code-table source or keep this row labelled local/synthetic in future builds."
