dataset	variable	code	label
NDIS	RGSTRTNGRPNM	0128	Therapeutic Supports
NDIS	RGSTRTNGRPNM	0129	Specialised Driver Training
NDIS	RGSTRTNGRPNM	0130	Assistance Animals
NDIS	RGSTRTNGRPNM	0131	Specialised Disability Accommodation
NDIS	RGSTRTNGRPNM	0132	Specialised Support Coordination
NDIS	RGSTRTNGRPNM	0133	Specialised Supported Employment
NDIS	RGSTRTNGRPNM	0134	Hearing Services
NDIS	RGSTRTNGRPNM	0135	Customised Prosthetics
NDIS	RGSTRTNGRPNM	0136	Group and Centre Based Activities
NDIS	RGSTRTNGRPSTSDESC	Approved	Approved
NDIS	RGSTRTNGRPSTSDESC	Revoked	Revoked
NDIS	RGSTRTNGRPSTSDESC	Suspended	Suspended
NDIS	RGSTRTNSTSDESC	Approved	Approved
NDIS	RGSTRTNSTSDESC	Lapsed	Lapsed
NDIS	RGSTRTNSTSDESC	Revoked	Revoked
NDIS	RGSTRTNSTSDESC	Suspended	Suspended
NDIS	RLTNDESC	Endorsed provider relationship	Endorsed provider relationship
NDIS	RLTNDESC	Service booking	Service booking
NDIS	RMTNS_ASMPTN	non-remote	non-remote
NDIS	RMTNS_ASMPTN	remote	remote
NDIS	RMTNS_ASMPTN	very-remote	very-remote
NDIS	RPRTNGACSENTRYTYP	commonwealth	commonwealth
NDIS	RPRTNGACSENTRYTYP	existing	existing
NDIS	RPRTNGACSENTRYTYP	new	new
NDIS	RPRTNGCHRT	Full Scheme	Full Scheme
NDIS	RPRTNGCHRT	Trial	Trial
NDIS	RQSTDCSN	closed	closed
NDIS	RQSTDCSN	open	open
NDIS	RQSTDCSN	unknown	unknown
NDIS	RQSTDCSN_PREV	Closed	Closed
NDIS	RQSTDCSN_PREV	Open	Open
NDIS	RQSTDCSN_PREV	Unknown	Unknown
NDIS	RSDSINMMMCD	1	Metropolitan areas
NDIS	RSDSINMMMCD	2	Regional centres
NDIS	RSDSINMMMCD	3	Large rural towns
NDIS	RSDSINMMMCD	4	Medium rural towns
NDIS	RSDSINMMMCD	5	Small rural towns
NDIS	RSDSINMMMCD	6	Remote communities
NDIS	RSDSINMMMCD	7	Very remote communities
NDIS	SCHMENTRYPHASENM	Access	Access
NDIS	SCHMENTRYPHASENM	Approved plan	Approved plan
NDIS	SCHMENTRYPHASENM	Exited	Exited
NDIS	SPRSADRSONPRVDRLSTIND	N	no
NDIS	SPRSADRSONPRVDRLSTIND	Y	yes
NDIS	STATECD	ACT	ACT
NDIS	STATECD	MIS	state not recorded
NDIS	STATECD	NSW	NSW
NDIS	STATECD	NT	NT
NDIS	STATECD	OT	Other Territories (incl. Norfolk Island)
NDIS	STATECD	QLD	QLD
NDIS	STATECD	SA	SA
NDIS	STATECD	TAS	TAS
NDIS	STATECD	VIC	VIC
NDIS	STATECD	WA	WA
NDIS	STSDESC	Approved	Approved
NDIS	STSDESC	Auto closed	Auto closed
NDIS	STSDESC	Completed	Completed
NDIS	STSDESC	Initiated	Initiated
NDIS	STSDESC	On hold	On hold
NDIS	STSDESC	Open	Open
NDIS	STSDESC	Rejected	Rejected
NDIS	STSDESC	Withdrawn	Withdrawn
NDIS	SUPPCATNMSFC	01 Assistance with Daily Life	01 Assistance with Daily Life
NDIS	SUPPCATNMSFC	02 Transport	02 Transport
NDIS	SUPPCATNMSFC	03 Consumables	03 Consumables
NDIS	SUPPCATNMSFC	04 Assistance with Social, Economic and Community Participation	04 Assistance with Social, Economic and Community Participation
NDIS	SUPPCATNMSFC	05 Assistive Technology	05 Assistive Technology
NDIS	SUPPCATNMSFC	06 Home Modifications and Specialised Disability Accommodation (SDA)	06 Home Modifications and Specialised Disability Accommodation (SDA)
NDIS	SUPPCATNMSFC	07 Support Coordination	07 Support Coordination
NDIS	SUPPCATNMSFC	08 Improved Living Arrangements	08 Improved Living Arrangements
NDIS	SUPPCATNMSFC	09 Increased Social and Community Participation	09 Increased Social and Community Participation
NDIS	SUPPCATNMSFC	10 Finding and Keeping a Job	10 Finding and Keeping a Job
NDIS	SUPPCATNMSFC	11 Improved Relationships	11 Improved Relationships
NDIS	SUPPCATNMSFC	12 Improved Health and Wellbeing	12 Improved Health and Wellbeing
NDIS	SUPPCATNMSFC	13 Improved Learning	13 Improved Learning
NDIS	SUPPCATNMSFC	14 Improved Life Choices	14 Improved Life Choices
NDIS	SUPPCATNMSFC	15 Improved Daily Living Skills	15 Improved Daily Living Skills
NDIS	SUPPCLASS	Capacity Building	Capacity Building
NDIS	SUPPCLASS	Capital	Capital
NDIS	SUPPCLASS	Core	Core
NDIS	TRIALPRTCPNTIND	N	no
NDIS	TRIALPRTCPNTIND	Y	yes
NDIS	TYPCD	S48_REASSESSMENT	S48_REASSESSMENT
NDIS	TYPCD	S48_VARIATION	S48_VARIATION
NDIS	TYPDESC	Participant-requested plan reassessment	Participant-requested plan reassessment
NDIS	TYPDESC	Participant-requested plan variation	Participant-requested plan variation
NDIS	UNIT	Annual	Annual
NDIS	UNIT	Daily	Daily
NDIS	UNIT	Each	Each
NDIS	UNIT	Hour	Hour
NDIS	UNIT	Month	Month
NDIS	UNIT	Week	Week
NDIS	WTHDRWLRSNDESC	Circumstances changed	Circumstances changed
NDIS	WTHDRWLRSNDESC	Participant withdrew request	Participant withdrew request
NDIS	WTHDRWLRSNDESC	Request no longer required	Request no longer required
PBS	PRSCRBR_TYP_CD	B	Both
PBS	PRSCRBR_TYP_CD	D	Dental practitioner
PBS	PRSCRBR_TYP_CD	M	Medical practitioner
PBS	PRSCRBR_TYP_CD	N	Nurse practitioner
PBS	PRSCRBR_TYP_CD	O	Optometrist
PBS	PRSCRBR_TYP_CD	W	Midwife
PBS	UNDR_CPRSCRPTN_TYP_CD	1	under co-payment prescription, general patient
PBS	UNDR_CPRSCRPTN_TYP_CD	2	under co-payment prescription, concessional patient
PIT_ITR	AGE_PNSN_ACTN_CD	A	Centrelink client, both eligible, had to live apart due to illness or in a nursing home
PIT_ITR	AGE_PNSN_ACTN_CD	B	DVA client, equivalent of S
PIT_ITR	AGE_PNSN_ACTN_CD	C	DVA client, equivalent of H
PIT_ITR	AGE_PNSN_ACTN_CD	D	DVA client, equivalent of Q
PIT_ITR	AGE_PNSN_ACTN_CD	E	DVA client, equivalent of A
PIT_ITR	AGE_PNSN_ACTN_CD	F	DVA client, equivalent of M
PIT_ITR	AGE_PNSN_ACTN_CD	H	Centrelink client, spouse ineligible, had to live apart due to illness or in a nursing home
PIT_ITR	AGE_PNSN_ACTN_CD	M	Centrelink client, both eligible, living together
PIT_ITR	AGE_PNSN_ACTN_CD	Q	Centrelink client, spouse ineligible, living together
PIT_ITR	AGE_PNSN_ACTN_CD	S	Centrelink client, single, widowed, separated, sole parent, or long-standing pension with an ineligible spouse
PIT_ITR	AGE_RANGE	18 - 24	18 - 24
PIT_ITR	AGE_RANGE	25 - 29	25 - 29
PIT_ITR	AGE_RANGE	30 - 34	30 - 34
PIT_ITR	AGE_RANGE	35 - 39	35 - 39
PIT_ITR	AGE_RANGE	40 - 44	40 - 44
PIT_ITR	AGE_RANGE	45 - 49	45 - 49
PIT_ITR	AGE_RANGE	50 - 54	50 - 54
PIT_ITR	AGE_RANGE	55 - 59	55 - 59
PIT_ITR	AGE_RANGE	60 - 64	60 - 64
PIT_ITR	AGE_RANGE	65 - 69	65 - 69
PIT_ITR	AGE_RANGE	70 - 74	70 - 74
PIT_ITR	AGE_RANGE	75 and over	75 and over
PIT_ITR	AGE_RANGE	Under 18	Under 18
PIT_ITR	HLTH_FND_CVR_CD	A	General cover (also known as 'extras')
PIT_ITR	HLTH_FND_CVR_CD	C	Combined hospital and general cover
PIT_ITR	HLTH_FND_CVR_CD	H	Hospital cover
PIT_ITR	INCM_TYP_CD	CHP	closely held payees
PIT_ITR	INCM_TYP_CD	FEI	foreign employment income
PIT_ITR	INCM_TYP_CD	IAA	inbound assignees to Australia
PIT_ITR	INCM_TYP_CD	JPD	joint petroleum development area
PIT_ITR	INCM_TYP_CD	LAB	labour hire
PIT_ITR	INCM_TYP_CD	OSP	other specified payments
PIT_ITR	INCM_TYP_CD	SAW	salary and wages
PIT_ITR	INCM_TYP_CD	SWP	seasonal worker programs
PIT_ITR	INCM_TYP_CD	VOL	voluntary agreement
PIT_ITR	INCM_TYP_CD	WHM	working holiday makers
PIT_ITR	INVMT_PSHP_AND_OTHR_SRCS_CD	(blank)	the amount is not zero
PIT_ITR	INVMT_PSHP_AND_OTHR_SRCS_CD	C	the amount at F item A3 (income from investment, partnership and other sources) is zero
PIT_ITR	LSPA_TYP	R	Paid out on termination for genuine redundancy, invalidity or an early retirement scheme
PIT_ITR	LSPA_TYP	T	Paid out on termination for any other reason
PIT_ITR	OTHR_TAX_OFSTS_CLM_TYP_CD	H	Joint Petroleum Development Area (JPDA) tax offset
PIT_ITR	OTHR_TAX_OFSTS_CLM_TYP_CD	I	Land transport facilities or infrastructure borrowings scheme tax offset
PIT_ITR	PRVT_HLTH_CVR_PLCY_TYPE_CD	A	Ancillary cover, also known as 'extras'
PIT_ITR	PRVT_HLTH_CVR_PLCY_TYPE_CD	C	Combined hospital and ancillary cover
PIT_ITR	PRVT_HLTH_CVR_PLCY_TYPE_CD	H	Hospital cover
PIT_ITR	REPAIR_RESULT	No repair required	the address needed no repair
PIT_ITR	REPAIR_RESULT	Not repaired	repair was attempted and the address was not changed
PIT_ITR	REPAIR_RESULT	Repaired	the reported address was changed by the address repair step
PIT_ITR	STS_INCM_NET_CD	(blank)	the amount is not a loss
PIT_ITR	STS_INCM_NET_CD	L	the amount is a loss
PIT_ITR	SUPER_CONTRB_ACTN_CD	A	claiming the annuity or pension rebate only
PIT_ITR	SUPER_CONTRB_ACTN_CD	C	claiming both
PIT_ITR	SUPER_CONTRB_ACTN_CD	S	claiming the superannuation contributions rebate only
PIT_ITR	TAXABLE_STATUS	Non Taxable	Non Taxable
PIT_ITR	TAXABLE_STATUS	Taxable	Taxable
PIT_ITR	XMEMPTYPEGOV	1	Australian (Commonwealth) Government
PIT_ITR	XMEMPTYPEGOV	2	State or territory government
PIT_ITR	XMEMPTYPEGOV	3	Local government
PIT_ITR	XMEMPTYPEGOV	4	Not a government employer
PIT_ITR	XMEMPTYPENFP	N	not employed by a not-for-profit organisation in the main job
PIT_ITR	XMEMPTYPENFP	Y	employed by a not-for-profit organisation in the main job
PIT_ITR	XPAYGVARY	N	no PAYG withholding variation applied
PIT_ITR	XPAYGVARY	Y	a PAYG withholding variation applied for certain offsets or HELP debts
PIT_PS	LSPA_TYP	R	Paid out on termination for genuine redundancy, invalidity or an early retirement scheme
PIT_PS	LSPA_TYP	T	Paid out on termination for any other reason
PIT_PS	REPAIR_RESULT	No repair required	the address needed no repair
PIT_PS	REPAIR_RESULT	Not repaired	repair was attempted and the address was not changed
PIT_PS	REPAIR_RESULT	Repaired	the reported address was changed by the address repair step
RPS	ROLE_CD	Company	Company
RPS	ROLE_CD	Individual	Individual
RPS	ROLE_CD	Partnership	Partnership
RPS	ROLE_CD	Superannuation fund	Superannuation fund
RPS	ROLE_CD	Trust	Trust
RPS	ROLE_CD_UPDATED	Company	Company
RPS	ROLE_CD_UPDATED	Individual	Individual
RPS	ROLE_CD_UPDATED	Partnership	Partnership
RPS	ROLE_CD_UPDATED	Superannuation fund	Superannuation fund
RPS	ROLE_CD_UPDATED	Trust	Trust
SAE	ACNT_PHS_CD	Accumulation	The account is in accumulation phase and will accept payments, rollovers and contributions
SAE	ACNT_PHS_CD	Closed	The account has been closed and the member no longer has an interest in the fund
SAE	ACNT_PHS_CD	Insurance Only	The account has been established for insurance purposes only, not to fund retirement
SAE	ACNT_PHS_CD	Retirement	The account is in retirement phase and funds are accessible
SAE	AGE_RANGE	18 - 24	18 - 24
SAE	AGE_RANGE	25 - 29	25 - 29
SAE	AGE_RANGE	30 - 34	30 - 34
SAE	AGE_RANGE	35 - 39	35 - 39
SAE	AGE_RANGE	40 - 44	40 - 44
SAE	AGE_RANGE	45 - 49	45 - 49
SAE	AGE_RANGE	50 - 54	50 - 54
SAE	AGE_RANGE	55 - 59	55 - 59
SAE	AGE_RANGE	60 - 64	60 - 64
SAE	AGE_RANGE	65 - 69	65 - 69
SAE	AGE_RANGE	70 - 74	70 - 74
SAE	AGE_RANGE	75 and over	75 and over
SAE	AGE_RANGE	Under 18	Under 18
SAE	AGE_RANGE	Unknown	Unknown
SAE	LOST_MBR_REGR_MBR_STS_CD	Inactive	The account is inactive and has not received a contribution or rollover within the past five years
SAE	LOST_MBR_REGR_MBR_STS_CD	Not Lost	The account holder is neither uncontactable nor inactive
SAE	LOST_MBR_REGR_MBR_STS_CD	Uncontactable	The account holder has had no contact within the past 12 months
SAE	MBR_ACNT_STS_CD	Capped defined benefit income stream (1 July 2017 onwards)	commenced post 1 July 2017
SAE	MBR_ACNT_STS_CD	Capped defined benefit income stream (pre 1 July 2017)	existed just before 1 July 2017
SAE	MBR_ACNT_STS_CD	Closed	The member's account is closed
SAE	MBR_ACNT_STS_CD	Market linked capped defined benefit income stream	existed just before 1 July 2017
SAE	MBR_ACNT_STS_CD	Non capped defined benefit income stream	The member's account is not a capped defined benefit income stream
SAE	MBR_ACNT_STS_CD	Open	The member's account is open
SAE	MBR_ACNT_STS_CD	Transition to retirement income stream	The member's account is a transition to retirement income stream (TRIS)
SAE	MBSHP_ACNT_GOVT_RLVR_ACPTDIND	false	The superannuation account does not accept government rollover
SAE	MBSHP_ACNT_GOVT_RLVR_ACPTDIND	true	The superannuation account accepts government rollover
SAE	MBSHP_ACNT_OUTWD_RLVRACPTDIND	false	The superannuation account does not accept outward rollover
SAE	MBSHP_ACNT_OUTWD_RLVRACPTDIND	true	The superannuation account accepts outward rollover
SAE	MBSHPACNTINVTVINCMSTRMPRDCTIND	false	account is not an innovative income stream product
SAE	MBSHPACNTINVTVINCMSTRMPRDCTIND	true	account is an innovative income stream product
SAE	PRVDR_TYP_CD	A	Small APRA funds
SAE	PRVDR_TYP_CD	C	Constitutionally protected fund (CPF)
SAE	PRVDR_TYP_CD	D	Approved deposit funds
SAE	PRVDR_TYP_CD	E	Eligible rollover funds
SAE	PRVDR_TYP_CD	N	Non-public offer super funds
SAE	PRVDR_TYP_CD	P	Public offer super funds
SAE	PRVDR_TYP_CD	R	Retirement savings account
SAE	PRVDR_TYP_CD	S	Public sector superannuation scheme
SAE	PRVDR_TYP_CD	X	Exempt public sector super schemes
SAE	SPNTN_MBRSHPACNTRLVRACPTDIND	false	superannuation account does not accept inward rollover
SAE	SPNTN_MBRSHPACNTRLVRACPTDIND	true	superannuation account accepts inward rollover
TVA	APPRENTICESHIP_FG	N	it was not
TVA	APPRENTICESHIP_FG	Y	subject undertaken as part of an apprenticeship/traineeship
TVA	AT_SCHOOL_FG	N	No - the client is not enrolled in secondary school
TVA	AT_SCHOOL_FG	Y	Yes - the client is still enrolled in secondary school
TVA	CLIENT_SEIFA_IRSD_QUIN_DRVD	1	Quintile 1 - most disadvantaged
TVA	CLIENT_SEIFA_IRSD_QUIN_DRVD	2	Quintile 2
TVA	CLIENT_SEIFA_IRSD_QUIN_DRVD	3	Quintile 3
TVA	CLIENT_SEIFA_IRSD_QUIN_DRVD	4	Quintile 4
TVA	CLIENT_SEIFA_IRSD_QUIN_DRVD	5	Quintile 5 - least disadvantaged
TVA	CLIENT_SEIFA_IRSD_QUIN_DRVD	Unknown	Unknown
TVA	CLIENT_SEIFA_IRSD_QUINT_DRVD	1	Quintile 1 - most disadvantaged
TVA	CLIENT_SEIFA_IRSD_QUINT_DRVD	2	Quintile 2
TVA	CLIENT_SEIFA_IRSD_QUINT_DRVD	3	Quintile 3
TVA	CLIENT_SEIFA_IRSD_QUINT_DRVD	4	Quintile 4
TVA	CLIENT_SEIFA_IRSD_QUINT_DRVD	5	Quintile 5 - least disadvantaged
TVA	CLIENT_SEIFA_IRSD_QUINT_DRVD	Unknown	Unknown
TVA	DEL_LOC_SEIFA_IRSD_QUIN_DRVD	1	Quintile 1 - most disadvantaged
TVA	DEL_LOC_SEIFA_IRSD_QUIN_DRVD	2	Quintile 2
TVA	DEL_LOC_SEIFA_IRSD_QUIN_DRVD	3	Quintile 3
TVA	DEL_LOC_SEIFA_IRSD_QUIN_DRVD	4	Quintile 4
TVA	DEL_LOC_SEIFA_IRSD_QUIN_DRVD	5	Quintile 5 - least disadvantaged
TVA	DEL_LOC_SEIFA_IRSD_QUIN_DRVD	Unknown	Unknown
TVA	DISABILITY_FG	N	No - the client does not have a disability, impairment or long-term condition
TVA	DISABILITY_FG	Y	Yes - the client has a disability, impairment or long-term condition
TVA	GF_PROV_REPORT_TYPE_ID	Community education providers	Community education providers
TVA	GF_PROV_REPORT_TYPE_ID	Other government providers	Other government providers
TVA	GF_PROV_REPORT_TYPE_ID	Other training providers	Other training providers
TVA	GF_PROV_REPORT_TYPE_ID	Private training providers	Private training providers
TVA	GF_PROV_REPORT_TYPE_ID	TAFE institutes	TAFE institutes
TVA	NATIONAL_OUTCOME_ID	20	Competency achieved/pass
TVA	NATIONAL_OUTCOME_ID	30	Competency not achieved/fail
TVA	NATIONAL_OUTCOME_ID	40	Withdrawn/discontinued
TVA	NATIONAL_OUTCOME_ID	41	Incomplete due to RTO closure
TVA	NATIONAL_OUTCOME_ID	51	Recognition of prior learning granted
TVA	NATIONAL_OUTCOME_ID	52	Recognition of prior learning not granted
TVA	NATIONAL_OUTCOME_ID	60	Credit transfer/national recognition
TVA	NATIONAL_OUTCOME_ID	61	Superseded subject
TVA	NATIONAL_OUTCOME_ID	70	Continuing activity
TVA	NATIONAL_OUTCOME_ID	81	Non-assessable activity - satisfactorily completed
TVA	NATIONAL_OUTCOME_ID	82	Non-assessable activity - withdrawn or not satisfactorily completed
TVA	NATIONAL_OUTCOME_ID	85	Not yet started
TVA	NATIONAL_OUTCOME_ID	90	Not yet available at interim collection (valid before 2018 only)
TVA	PRIOR_ED_ACHIEVE_FG	N	No - a prior educational achievement has not been successfully completed
TVA	PRIOR_ED_ACHIEVE_FG	Y	Yes - a prior educational achievement has been successfully completed
TVA	PROGRAM_RECOGNITION_ID	11	Nationally accredited qualification specified in a national training package
TVA	PROGRAM_RECOGNITION_ID	12	Nationally recognised accredited course, other than a training package qualification
TVA	PROGRAM_RECOGNITION_ID	13	Nationally recognised skill set specified in a national training package
TVA	PROGRAM_RECOGNITION_ID	14	Other course
TVA	PROGRAM_RECOGNITION_ID	15	Higher-level qualification, other than training package qualification or nationally recognised accredited course
TVA	PROGRAM_RECOGNITION_ID	16	Locally recognised skill set
TVA	PROGRAM_VET_FG	N	No - the intention of the program or subject is not vocational
TVA	PROGRAM_VET_FG	Y	Yes - the intention of the program or subject is vocational
TVA	PROVIDER_REPORTING_TYPE_ID_GF	Community education providers	Community education providers
TVA	PROVIDER_REPORTING_TYPE_ID_GF	Other government providers	Other government providers
TVA	PROVIDER_REPORTING_TYPE_ID_GF	Other training providers	Other training providers
TVA	PROVIDER_REPORTING_TYPE_ID_GF	Private training providers	Private training providers
TVA	PROVIDER_REPORTING_TYPE_ID_GF	TAFE institutes	TAFE institutes
TVA	REGISTRATION_STATUS_ID_DRVD	Not registered	Not registered
TVA	REGISTRATION_STATUS_ID_DRVD	Registered (active) in the collection year	Registered (active) in the collection year
TVA	REPORTING_TYPE_ID	Community education providers	Community education providers
TVA	REPORTING_TYPE_ID	Enterprise providers	Enterprise providers
TVA	REPORTING_TYPE_ID	Private training providers	Private training providers
TVA	REPORTING_TYPE_ID	Schools	Schools
TVA	REPORTING_TYPE_ID	TAFE institutes	TAFE institutes
TVA	REPORTING_TYPE_ID	Universities	Universities
TVA	RTO_HO_SEIFA_IRSD_QUIN_DRVD	1	Quintile 1 - most disadvantaged
TVA	RTO_HO_SEIFA_IRSD_QUIN_DRVD	2	Quintile 2
TVA	RTO_HO_SEIFA_IRSD_QUIN_DRVD	3	Quintile 3
TVA	RTO_HO_SEIFA_IRSD_QUIN_DRVD	4	Quintile 4
TVA	RTO_HO_SEIFA_IRSD_QUIN_DRVD	5	Quintile 5 - least disadvantaged
TVA	RTO_HO_SEIFA_IRSD_QUIN_DRVD	Unknown	Unknown
TVA	RTO_HO_SEIFA_IRSD_QUINT_DRVD	1	Quintile 1 - most disadvantaged
TVA	RTO_HO_SEIFA_IRSD_QUINT_DRVD	2	Quintile 2
TVA	RTO_HO_SEIFA_IRSD_QUINT_DRVD	3	Quintile 3
TVA	RTO_HO_SEIFA_IRSD_QUINT_DRVD	4	Quintile 4
TVA	RTO_HO_SEIFA_IRSD_QUINT_DRVD	5	Quintile 5 - least disadvantaged
TVA	RTO_HO_SEIFA_IRSD_QUINT_DRVD	Unknown	Unknown
TVA	RTO_TYPE_ID	21	School - government
TVA	RTO_TYPE_ID	25	School - Catholic
TVA	RTO_TYPE_ID	27	School - independent
TVA	RTO_TYPE_ID	31	Technical and further education institute or similar public institution
TVA	RTO_TYPE_ID	41	University - government
TVA	RTO_TYPE_ID	43	University - non-government Catholic
TVA	RTO_TYPE_ID	45	University - non-government independent
TVA	RTO_TYPE_ID	51	Enterprise - government
TVA	RTO_TYPE_ID	53	Enterprise - non-government
TVA	RTO_TYPE_ID	61	Community-based adult education provider
TVA	RTO_TYPE_ID	91	Private education/training business or centre
TVA	RTO_TYPE_ID	93	Professional association
TVA	RTO_TYPE_ID	95	Industry association
TVA	RTO_TYPE_ID	97	Equipment and/or product manufacturer or supplier
TVA	RTO_TYPE_ID	99	Other - not elsewhere classified
TVA	SCHOOL_TYPE_ID	21	School - Government
TVA	SCHOOL_TYPE_ID	25	School - Catholic
TVA	SCHOOL_TYPE_ID	27	School - Independent
TVA	SCHOOL_TYPE_ID	31	Technical and further education institute
TVA	SCHOOL_TYPE_ID	61	Community-based adult education provider
TVA	SCHOOL_TYPE_ID	91	Privately operated registered training organisation
TVA	SCHOOL_TYPE_ID	92	Home school arrangement
TVA	STUDENT_COMMENCING_FG	N	not new to VET
TVA	STUDENT_COMMENCING_FG	Y	new to VET
TVA	STUDY_MODE_ID	Full-time	Full-time
TVA	STUDY_MODE_ID	Part-time	Part-time
TVA	SUBJECT_VET_FG	N	No - the intention of the program or subject is not vocational
TVA	SUBJECT_VET_FG	Y	Yes - the intention of the program or subject is vocational
TVA	SUBMITTER_TYPE	BOS	board of study
TVA	SUBMITTER_TYPE	RTO	direct data submitted by the training organisation
TVA	SUBMITTER_TYPE	STA	state training authority
TVA	TRAIN_ORG_TYPE_ID	21	School - government
TVA	TRAIN_ORG_TYPE_ID	25	School - Catholic
TVA	TRAIN_ORG_TYPE_ID	27	School - independent
TVA	TRAIN_ORG_TYPE_ID	31	Technical and further education institute or similar public institution
TVA	TRAIN_ORG_TYPE_ID	41	University - government
TVA	TRAIN_ORG_TYPE_ID	43	University - non-government Catholic
TVA	TRAIN_ORG_TYPE_ID	45	University - non-government independent
TVA	TRAIN_ORG_TYPE_ID	51	Enterprise - government
TVA	TRAIN_ORG_TYPE_ID	53	Enterprise - non-government
TVA	TRAIN_ORG_TYPE_ID	61	Community-based adult education provider
TVA	TRAIN_ORG_TYPE_ID	91	Private education/training business or centre
TVA	TRAIN_ORG_TYPE_ID	93	Professional association
TVA	TRAIN_ORG_TYPE_ID	95	Industry association
TVA	TRAIN_ORG_TYPE_ID	97	Equipment and/or product manufacturer or supplier
TVA	TRAIN_ORG_TYPE_ID	99	Other - not elsewhere classified
TVA	VET_IN_SCHOOLS_FG	N	Not a VET in Schools program
TVA	VET_IN_SCHOOLS_FG	Y	VET in Schools program
